MATCH_ID,SEASON,CITY,DATE,TEAM1,TEAM2,TOSS_WINNER,TOSS_DECISION,RESULT,WINNER
214,2010,Bangalore,4/8/2010,Royal Challengers Bangalore,Deccan Chargers,Deccan Chargers,field,normal,Deccan Chargers
215,2010,Chandigarh,4/9/2010,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,normal,Kings XI Punjab
216,2010,Nagpur,4/10/2010,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,normal,Deccan Chargers
217,2010,Bangalore,4/10/2010,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore
218,2010,Delhi,4/11/2010,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,bat,normal,Kings XI Punjab
219,2010,Jaipur,4/11/2010,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,Mumbai Indians
220,2010,Nagpur,4/12/2010,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Deccan Chargers
221,2010,Mumbai,4/13/2010,Mumbai Indians,Delhi Daredevils,Mumbai Indians,bat,normal,Mumbai Indians
222,2010,Chennai,4/13/2010,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,normal,Chennai Super Kings
223,2010,Jaipur,4/14/2010,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,bat,normal,Royal Challengers Bangalore
224,2010,Chennai,4/15/2010,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,normal,Delhi Daredevils
225,2010,Dharamsala,4/16/2010,Kings XI Punjab,Deccan Chargers,Deccan Chargers,field,normal,Deccan Chargers
226,2010,Bangalore,4/17/2010,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Mumbai Indians
227,2010,Kolkata,4/17/2010,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,normal,Kolkata Knight Riders
228,2010,Dharamsala,4/18/2010,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings
229,2010,Delhi,4/18/2010,Deccan Chargers,Delhi Daredevils,Deccan Chargers,bat,normal,Deccan Chargers
230,2010,Kolkata,4/19/2010,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,normal,Kolkata Knight Riders
231,2010,Mumbai,4/21/2010,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,normal,Mumbai Indians
232,2010,Mumbai,4/22/2010,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,normal,Chennai Super Kings
233,2010,Mumbai,4/24/2010,Deccan Chargers,Royal Challengers Bangalore,Deccan Chargers,bat,normal,Royal Challengers Bangalore
234,2010,Mumbai,4/25/2010,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,normal,Chennai Super Kings
235,2011,Chennai,4/8/2011,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,normal,Chennai Super Kings
236,2011,Hyderabad,4/9/2011,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,field,normal,Rajasthan Royals
237,2011,Kochi,4/9/2011,Kochi Tuskers Kerala,Royal Challengers Bangalore,Kochi Tuskers Kerala,bat,normal,Royal Challengers Bangalore
238,2011,Delhi,4/10/2011,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,bat,normal,Mumbai Indians
239,2011,Mumbai,4/10/2011,Kings XI Punjab,Pune Warriors,Kings XI Punjab,bat,normal,Pune Warriors
240,2011,Kolkata,4/11/2011,Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders,bat,normal,Kolkata Knight Riders
241,2011,Jaipur,4/12/2011,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,bat,normal,Rajasthan Royals
242,2011,Bangalore,4/12/2011,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians
243,2011,Chandigarh,4/13/2011,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,field,normal,Kings XI Punjab
244,2011,Mumbai,4/13/2011,Kochi Tuskers Kerala,Pune Warriors,Kochi Tuskers Kerala,bat,normal,Pune Warriors
245,2011,Hyderabad,4/14/2011,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Deccan Chargers
246,2011,Jaipur,4/15/2011,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders
247,2011,Mumbai,4/15/2011,Mumbai Indians,Kochi Tuskers Kerala,Kochi Tuskers Kerala,field,normal,Kochi Tuskers Kerala
248,2011,Chennai,4/16/2011,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,normal,Chennai Super Kings
249,2011,Hyderabad,4/16/2011,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,normal,Kings XI Punjab
250,2011,Mumbai,4/17/2011,Pune Warriors,Delhi Daredevils,Delhi Daredevils,field,normal,Delhi Daredevils
251,2011,Kolkata,4/17/2011,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders
252,2011,Kochi,4/18/2011,Chennai Super Kings,Kochi Tuskers Kerala,Kochi Tuskers Kerala,field,normal,Kochi Tuskers Kerala
